_id,Name,Code,date,High,Low,Open,Close,Last,Total_Trade_Quantity,Turnover_in_Lakhs,Sector,Index
ObjectId(58d10251e9804518868d8704),Tata Motors Limited,NSE/TATAMOTORS,2016-10-30T00:00:00.000Z,536.4,529.5,536.4,531.95,530.2,622999,3320.93,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d8705),Tata Motors Limited,NSE/TATAMOTORS,2016-11-06T00:00:00.000Z,516.35,501.6,509.25,512.3,513.5,7.564243e+06,38559.4,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d8706),Tata Motors Limited,NSE/TATAMOTORS,2016-11-13T00:00:00.000Z,530,505,526.5,507.3,510.9,7.823667e+06,40303.52,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d8707),Tata Motors Limited,NSE/TATAMOTORS,2016-11-20T00:00:00.000Z,473.85,461.85,469.9,471.25,469.75,7.246244e+06,33946.87,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d8708),Tata Motors Limited,NSE/TATAMOTORS,2016-11-27T00:00:00.000Z,456.35,443.15,454.1,452.35,454.8,7.426347e+06,33443.47,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d8709),Tata Motors Limited,NSE/TATAMOTORS,2016-12-04T00:00:00.000Z,453.5,431.15,445,432.9,432.1,1.0450654e+07,45870.4,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d870a),Tata Motors Limited,NSE/TATAMOTORS,2016-12-11T00:00:00.000Z,468.55,460.6,464.95,464.1,464.5,5.690877e+06,26449.44,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d870b),Tata Motors Limited,NSE/TATAMOTORS,2016-12-18T00:00:00.000Z,474.9,464.2,465,473.15,471.7,9.015744e+06,42560.86,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d870c),Tata Motors Limited,NSE/TATAMOTORS,2016-12-25T00:00:00.000Z,468.3,460,464.95,465.65,468.3,3.957854e+06,18377.37,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10251e9804518868d870d),Tata Motors Limited,NSE/TATAMOTORS,2017-01-01T00:00:00.000Z,475,467.5,471,472,469.9,3.605555e+06,16984.93,AUTOMOBILE,NIFTY AUTO
ObjectId(58d10252e9804518868d870e),Axis Bank Limited,NSE/AXISBANK,2016-01-03T00:00:00.000Z,452.9,445.55,449.75,449.9,449.7,3.345654e+06,15047.33,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d870f),Axis Bank Limited,NSE/AXISBANK,2016-01-10T00:00:00.000Z,418.75,410,413.5,413.7,416.1,1.130747e+07,46734.41,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8710),Axis Bank Limited,NSE/AXISBANK,2016-01-17T00:00:00.000Z,395.85,369,392.45,374.25,372.85,1.3178892e+07,50510.7,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8711),Axis Bank Limited,NSE/AXISBANK,2016-01-24T00:00:00.000Z,427.65,414.6,419.4,424.15,425,1.5009103e+07,63335.6,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8712),Axis Bank Limited,NSE/AXISBANK,2016-01-31T00:00:00.000Z,409.8,393.25,396,408.4,409.6,1.3667701e+07,55100.73,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8713),Axis Bank Limited,NSE/AXISBANK,2016-02-07T00:00:00.000Z,405,384.25,384.7,399.55,402.85,1.1677917e+07,46067,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8714),Axis Bank Limited,NSE/AXISBANK,2016-02-14T00:00:00.000Z,395.95,379.1,389.4,391.1,390.35,2.8434501e+07,110088.2,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8715),Axis Bank Limited,NSE/AXISBANK,2016-02-21T00:00:00.000Z,396.9,390,395.6,392.5,392.2,1.2915275e+07,50705.95,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8716),Axis Bank Limited,NSE/AXISBANK,2016-02-28T00:00:00.000Z,390.3,382.15,385,386.35,386.4,9.588881e+06,37077.62,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8717),Axis Bank Limited,NSE/AXISBANK,2016-03-06T00:00:00.000Z,418.15,409.25,418.15,416.05,417.5,8.992492e+06,37252.24,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8718),Axis Bank Limited,NSE/AXISBANK,2016-03-13T00:00:00.000Z,421.95,408.25,413.85,412.8,412.9,8.348484e+06,34648.93,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8719),Axis Bank Limited,NSE/AXISBANK,2016-03-20T00:00:00.000Z,437.6,429.1,429.95,436.1,436.85,6.67593e+06,28914.06,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871a),Axis Bank Limited,NSE/AXISBANK,2016-03-27T00:00:00.000Z,441.25,435.1,439.25,437.5,437.85,5.01831e+06,21957.5,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871b),Axis Bank Limited,NSE/AXISBANK,2016-04-03T00:00:00.000Z,452,440.05,440.9,449.9,449.6,8.827751e+06,39501.77,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871c),Axis Bank Limited,NSE/AXISBANK,2016-04-10T00:00:00.000Z,427.35,420.05,426.7,421.6,422.65,6.881318e+06,29044.95,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871d),Axis Bank Limited,NSE/AXISBANK,2016-04-17T00:00:00.000Z,445.3,438.1,440.05,440.5,439.5,9.091282e+06,40190.23,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871e),Axis Bank Limited,NSE/AXISBANK,2016-04-24T00:00:00.000Z,478.5,462.1,465.6,475.85,474.8,7.323373e+06,34517.59,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d871f),Axis Bank Limited,NSE/AXISBANK,2016-05-01T00:00:00.000Z,477.45,465.05,466.75,472.4,471,1.0883473e+07,51382.27,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8720),Axis Bank Limited,NSE/AXISBANK,2016-05-08T00:00:00.000Z,464.05,459,461,461.45,461.95,4.804806e+06,22153.48,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8721),Axis Bank Limited,NSE/AXISBANK,2016-05-15T00:00:00.000Z,496.2,486.5,493.7,490.65,491.15,7.426191e+06,36413.77,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8722),Axis Bank Limited,NSE/AXISBANK,2016-05-22T00:00:00.000Z,495.7,488.1,493.95,490.6,490.8,5.012902e+06,24641.03,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8723),Axis Bank Limited,NSE/AXISBANK,2016-05-29T00:00:00.000Z,525,509,520.25,512.4,514,7.699491e+06,39738.69,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8724),Axis Bank Limited,NSE/AXISBANK,2016-06-05T00:00:00.000Z,544.95,527,527.15,542.65,542.25,1.3581215e+07,73386.61,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8725),Axis Bank Limited,NSE/AXISBANK,2016-06-12T00:00:00.000Z,549.15,538.3,540,541.05,541.9,6.382258e+06,34679.96,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8726),Axis Bank Limited,NSE/AXISBANK,2016-06-19T00:00:00.000Z,533.9,524.7,526.9,526.9,526.35,7.201452e+06,38175.4,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8727),Axis Bank Limited,NSE/AXISBANK,2016-06-26T00:00:00.000Z,511.6,492.8,502,510.5,509,9.745784e+06,48908.69,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8728),Axis Bank Limited,NSE/AXISBANK,2016-07-03T00:00:00.000Z,545.7,535.5,535.8,542.9,542.2,6.701034e+06,36304.77,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8729),Axis Bank Limited,NSE/AXISBANK,2016-07-10T00:00:00.000Z,548.5,540,541,546.45,545.4,6.016471e+06,32733.88,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872a),Axis Bank Limited,NSE/AXISBANK,2016-07-17T00:00:00.000Z,570.45,556,556.15,565.05,565.25,6.247207e+06,35305.85,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872b),Axis Bank Limited,NSE/AXISBANK,2016-07-24T00:00:00.000Z,545.3,532.9,537.95,537.7,537,8.134377e+06,43838.61,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872c),Axis Bank Limited,NSE/AXISBANK,2016-07-31T00:00:00.000Z,551.8,542.5,542.5,546.15,545.75,4.861274e+06,26605.16,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872d),Axis Bank Limited,NSE/AXISBANK,2016-08-07T00:00:00.000Z,569,550.55,552.4,567.25,564.55,8.030392e+06,45212.88,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872e),Axis Bank Limited,NSE/AXISBANK,2016-08-14T00:00:00.000Z,593.2,569.8,569.85,591,589.55,1.320969e+07,77322.55,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d872f),Axis Bank Limited,NSE/AXISBANK,2016-08-21T00:00:00.000Z,597.6,586.1,595.4,588.55,588,9.209878e+06,54415.63,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8730),Axis Bank Limited,NSE/AXISBANK,2016-08-28T00:00:00.000Z,589,580.3,586.5,586.4,586.75,7.531289e+06,44034.97,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8731),Axis Bank Limited,NSE/AXISBANK,2016-09-04T00:00:00.000Z,602,594.25,597.7,599.2,599.25,7.279782e+06,43525.13,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8732),Axis Bank Limited,NSE/AXISBANK,2016-09-11T00:00:00.000Z,624.7,611.7,615.1,613.1,613.55,9.795054e+06,60468.73,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8733),Axis Bank Limited,NSE/AXISBANK,2016-09-18T00:00:00.000Z,612.4,592.25,592.25,602.2,599.95,1.9309804e+07,116377.32,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8734),Axis Bank Limited,NSE/AXISBANK,2016-09-25T00:00:00.000Z,596.1,555.7,595.6,557.45,556.45,3.0222177e+07,171525.65,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8735),Axis Bank Limited,NSE/AXISBANK,2016-10-02T00:00:00.000Z,547.15,530.6,535,541.35,543,5.781645e+06,31239.84,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8736),Axis Bank Limited,NSE/AXISBANK,2016-10-09T00:00:00.000Z,539.4,530,530,533.85,533.75,7.702773e+06,41197.38,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8737),Axis Bank Limited,NSE/AXISBANK,2016-10-16T00:00:00.000Z,525,516.8,521,520.65,521.55,4.314775e+06,22445.19,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8738),Axis Bank Limited,NSE/AXISBANK,2016-10-23T00:00:00.000Z,539.2,524.2,538.7,526.1,525.5,6.526349e+06,34445.31,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8739),Axis Bank Limited,NSE/AXISBANK,2016-10-30T00:00:00.000Z,491,486.2,490,487.7,486.8,937701,4581.79,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873a),Axis Bank Limited,NSE/AXISBANK,2016-11-06T00:00:00.000Z,485.7,474.2,474.4,478.7,478,1.0868004e+07,52200.09,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873b),Axis Bank Limited,NSE/AXISBANK,2016-11-13T00:00:00.000Z,512.7,495,505,498.75,495.45,7.085764e+06,35512.46,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873c),Axis Bank Limited,NSE/AXISBANK,2016-11-20T00:00:00.000Z,478.9,472,478,473.45,473,4.572569e+06,21711.07,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873d),Axis Bank Limited,NSE/AXISBANK,2016-11-27T00:00:00.000Z,473,465.3,472.25,471.2,471.15,4.674455e+06,21946.1,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873e),Axis Bank Limited,NSE/AXISBANK,2016-12-04T00:00:00.000Z,466.9,458,466.9,459.95,459.6,6.381901e+06,29512.71,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d873f),Axis Bank Limited,NSE/AXISBANK,2016-12-11T00:00:00.000Z,458,445.55,451.7,456.4,455.65,7.780448e+06,35172.55,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8740),Axis Bank Limited,NSE/AXISBANK,2016-12-18T00:00:00.000Z,480.7,468.7,479.5,472.8,471.3,2.0477361e+07,96951.77,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8741),Axis Bank Limited,NSE/AXISBANK,2016-12-25T00:00:00.000Z,449.35,436,448,438.1,436.2,9.018273e+06,39840.24,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8742),Axis Bank Limited,NSE/AXISBANK,2017-01-01T00:00:00.000Z,452.2,445.05,445.5,449.95,450.3,4.616817e+06,20783.87,FINANCIAL SERVICES,NIFTY BANK
ObjectId(58d10252e9804518868d8743),Cipla Limited,NSE/CIPLA,2016-01-03T00:00:00.000Z,658.45,648.5,653.2,655.35,654.25,556012,3640.89,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8744),Cipla Limited,NSE/CIPLA,2016-01-10T00:00:00.000Z,645,614,637.3,622.35,624,1.553402e+06,9710.31,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8745),Cipla Limited,NSE/CIPLA,2016-01-17T00:00:00.000Z,616.95,602.35,616,609.1,604.9,1.119442e+06,6834.33,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8746),Cipla Limited,NSE/CIPLA,2016-01-24T00:00:00.000Z,588.5,577.4,582.8,581.9,584.8,1.297154e+06,7562.68,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8747),Cipla Limited,NSE/CIPLA,2016-01-31T00:00:00.000Z,592,578.1,579.95,585.1,590.5,1.14606e+06,6681.69,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8748),Cipla Limited,NSE/CIPLA,2016-02-07T00:00:00.000Z,573.3,544.1,555,570.15,571.9,864080,4846.05,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8749),Cipla Limited,NSE/CIPLA,2016-02-14T00:00:00.000Z,543.55,525.05,543,528.6,529,1.981976e+06,10574.82,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874a),Cipla Limited,NSE/CIPLA,2016-02-21T00:00:00.000Z,531,519.2,525.95,524.65,525,1.054082e+06,5533.38,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874b),Cipla Limited,NSE/CIPLA,2016-02-28T00:00:00.000Z,527.75,519,522.85,524,525.15,1.985528e+06,10402.6,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874c),Cipla Limited,NSE/CIPLA,2016-03-06T00:00:00.000Z,545.6,530.25,533.7,537.7,538,2.693406e+06,14548.22,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874d),Cipla Limited,NSE/CIPLA,2016-03-13T00:00:00.000Z,538.55,530.95,534.5,534.6,534.3,2.806975e+06,15015.78,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874e),Cipla Limited,NSE/CIPLA,2016-03-20T00:00:00.000Z,530.05,517.5,529,528.25,528.95,4.345885e+06,22832.77,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d874f),Cipla Limited,NSE/CIPLA,2016-03-27T00:00:00.000Z,536.3,525.55,534.8,532.8,532.7,1.361735e+06,7245.84,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8750),Cipla Limited,NSE/CIPLA,2016-04-03T00:00:00.000Z,517.3,510,513.8,514.55,514,1.239447e+06,6379.72,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8751),Cipla Limited,NSE/CIPLA,2016-04-10T00:00:00.000Z,510.6,503.25,509.8,504.45,505,1.262329e+06,6393.28,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8752),Cipla Limited,NSE/CIPLA,2016-04-17T00:00:00.000Z,515,504,505.15,511.9,511.9,3.64272e+06,18541.36,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8753),Cipla Limited,NSE/CIPLA,2016-04-24T00:00:00.000Z,536.55,527,529.7,531.35,531.05,1.880283e+06,10017.87,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8754),Cipla Limited,NSE/CIPLA,2016-05-01T00:00:00.000Z,538.4,527.1,527.2,537,537.5,932705,4989.99,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8755),Cipla Limited,NSE/CIPLA,2016-05-08T00:00:00.000Z,542.75,535.1,540,537.35,537.3,511789,2751.78,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8756),Cipla Limited,NSE/CIPLA,2016-05-15T00:00:00.000Z,538.7,530.05,534.45,531.7,530.2,891484,4748.95,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8757),Cipla Limited,NSE/CIPLA,2016-05-22T00:00:00.000Z,515.25,501.2,514.3,507.1,506.8,1.700932e+06,8610.52,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8758),Cipla Limited,NSE/CIPLA,2016-05-29T00:00:00.000Z,478.5,469.1,470.9,473.45,473.45,2.638981e+06,12502.95,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8759),Cipla Limited,NSE/CIPLA,2016-06-05T00:00:00.000Z,473.95,462.3,470.5,465.2,463.9,1.318109e+06,6181.65,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875a),Cipla Limited,NSE/CIPLA,2016-06-12T00:00:00.000Z,486.6,474.5,475,476.45,477.9,1.704257e+06,8194.23,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875b),Cipla Limited,NSE/CIPLA,2016-06-19T00:00:00.000Z,490,484.05,487,486.45,484.15,593507,2891.36,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875c),Cipla Limited,NSE/CIPLA,2016-06-26T00:00:00.000Z,478,459.6,468,476.55,476.5,1.875935e+06,8818.52,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875d),Cipla Limited,NSE/CIPLA,2016-07-03T00:00:00.000Z,510,499.85,502,508.6,509.4,1.008068e+06,5102.56,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875e),Cipla Limited,NSE/CIPLA,2016-07-10T00:00:00.000Z,522.45,513.05,518,520.3,521.05,1.828792e+06,9488.42,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d875f),Cipla Limited,NSE/CIPLA,2016-07-17T00:00:00.000Z,518.9,510.2,513.95,516.4,516.1,1.004156e+06,5178.1,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8760),Cipla Limited,NSE/CIPLA,2016-07-24T00:00:00.000Z,522.9,512.35,516,520.4,522.35,1.188747e+06,6157.72,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8761),Cipla Limited,NSE/CIPLA,2016-07-31T00:00:00.000Z,535.5,520,522.4,527.4,528.25,1.785352e+06,9465.85,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8762),Cipla Limited,NSE/CIPLA,2016-08-07T00:00:00.000Z,534.6,527.25,530.9,533.25,531.9,699384,3713.64,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8763),Cipla Limited,NSE/CIPLA,2016-08-14T00:00:00.000Z,526.4,512.1,524,515.95,512.9,2.124886e+06,11007.66,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8764),Cipla Limited,NSE/CIPLA,2016-08-21T00:00:00.000Z,560.55,552.5,552.85,556.8,556,1.598177e+06,8906.53,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8765),Cipla Limited,NSE/CIPLA,2016-08-28T00:00:00.000Z,571.7,562.35,567.5,567.25,567.2,2.19607e+06,12489.7,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8766),Cipla Limited,NSE/CIPLA,2016-09-04T00:00:00.000Z,581.1,571.5,580.3,577.95,578,880437,5067.67,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8767),Cipla Limited,NSE/CIPLA,2016-09-11T00:00:00.000Z,595.6,578,595.1,580.5,581.45,1.513978e+06,8870.51,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8768),Cipla Limited,NSE/CIPLA,2016-09-18T00:00:00.000Z,596,586.1,587.1,593.55,592.75,2.145891e+06,12692.17,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8769),Cipla Limited,NSE/CIPLA,2016-09-25T00:00:00.000Z,617.8,604.7,609,611.55,611.05,1.225528e+06,7515.77,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876a),Cipla Limited,NSE/CIPLA,2016-10-02T00:00:00.000Z,603.9,562.25,601.85,580.05,579.7,6.967821e+06,40393.04,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876b),Cipla Limited,NSE/CIPLA,2016-10-09T00:00:00.000Z,583.4,566.5,578.85,570.05,572,1.317543e+06,7537.75,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876c),Cipla Limited,NSE/CIPLA,2016-10-16T00:00:00.000Z,590,583,584.75,587,588,1.054501e+06,6195.82,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876d),Cipla Limited,NSE/CIPLA,2016-10-23T00:00:00.000Z,597.5,570,597.5,583.25,584.1,1.79278e+06,10395.75,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876e),Cipla Limited,NSE/CIPLA,2016-10-30T00:00:00.000Z,580.6,575.4,578.65,578.75,577.25,104038,601.74,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d876f),Cipla Limited,NSE/CIPLA,2016-11-06T00:00:00.000Z,565.5,538,556.1,544.7,544,1.517311e+06,8349.9,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8770),Cipla Limited,NSE/CIPLA,2016-11-13T00:00:00.000Z,564,545.25,559.7,547.95,547.5,1.232505e+06,6821.71,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8771),Cipla Limited,NSE/CIPLA,2016-11-20T00:00:00.000Z,555.65,541.2,541.2,550.95,549.3,1.214083e+06,6675.66,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8772),Cipla Limited,NSE/CIPLA,2016-11-27T00:00:00.000Z,569.95,548.5,557,565.05,567,1.022658e+06,5746.77,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8773),Cipla Limited,NSE/CIPLA,2016-12-04T00:00:00.000Z,573.9,566,566,571.2,570.8,984594,5616.56,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8774),Cipla Limited,NSE/CIPLA,2016-12-11T00:00:00.000Z,586,576.45,586,578.9,576.75,539344,3128.18,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8775),Cipla Limited,NSE/CIPLA,2016-12-18T00:00:00.000Z,569.9,561.35,562.9,566.2,564.1,665505,3761.52,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8776),Cipla Limited,NSE/CIPLA,2016-12-25T00:00:00.000Z,589.15,552,561,582.3,581.95,2.585856e+06,14814.93,PHARMA,NIFTY PHARMA
ObjectId(58d10252e9804518868d8777),Cipla Limited,NSE/CIPLA,2017-01-01T00:00:00.000Z,573.45,565.6,565.6,568.8,567,673901,3840.93,PHARMA,NIFTY PHARMA
ObjectId(58d10253e9804518868d8778),ACC Limited,NSE/ACC,2016-01-03T00:00:00.000Z,1380.4,1360,1362,1373.65,1370.55,161982,2223.92,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8779),ACC Limited,NSE/ACC,2016-01-10T00:00:00.000Z,1308.4,1275,1302.9,1295.8,1298,161727,2082.75,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877a),ACC Limited,NSE/ACC,2016-01-17T00:00:00.000Z,1275,1223.25,1275,1229.6,1228.95,141382,1768.11,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877b),ACC Limited,NSE/ACC,2016-01-24T00:00:00.000Z,1256.65,1230.05,1239.95,1241,1246.9,123254,1536.7,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877c),ACC Limited,NSE/ACC,2016-01-31T00:00:00.000Z,1253.5,1216.05,1220.1,1240.05,1237.3,254442,3158.5,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877d),ACC Limited,NSE/ACC,2016-02-07T00:00:00.000Z,1286,1259.05,1267.05,1271.4,1269,231340,2943.69,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877e),ACC Limited,NSE/ACC,2016-02-14T00:00:00.000Z,1242.65,1199.1,1234.2,1221.05,1223.8,212041,2590.11,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d877f),ACC Limited,NSE/ACC,2016-02-21T00:00:00.000Z,1280.9,1248.4,1259.8,1278,1280.9,160509,2028.19,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8780),ACC Limited,NSE/ACC,2016-02-28T00:00:00.000Z,1210.35,1182.15,1210.3,1190.9,1191.95,224281,2669.49,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8781),ACC Limited,NSE/ACC,2016-03-06T00:00:00.000Z,1256,1232,1255,1239.35,1236,189317,2353.71,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8782),ACC Limited,NSE/ACC,2016-03-13T00:00:00.000Z,1238,1218,1225,1226.75,1227.95,227408,2796.16,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8783),ACC Limited,NSE/ACC,2016-03-20T00:00:00.000Z,1340.3,1280,1280.1,1337.2,1337,937576,12375.23,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8784),ACC Limited,NSE/ACC,2016-03-27T00:00:00.000Z,1400,1358.1,1368,1372.65,1367.7,348767,4798.05,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
ObjectId(58d10253e9804518868d8785),ACC Limited,NSE/ACC,2016-04-03T00:00:00.000Z,1417,1371.25,1371.25,1413.8,1414,353030,4937.08,CEMENT & CEMENT PRODUCTS,NIFTY COMMODITIES
