NSE/IOC,Indian Oil Corporation Limited,
NSE/JAYSREETEA,Jayshree Tea & Industries Limited,
NSE/ILFSTRANS,IL&FS Transportation Networks Limited,
NSE/INFIBEAM,Infibeam Incorporation Limited,
NSE/JETAIRWAYS,Jet Airways (India) Limited,
NSE/JKBANK,The Jammu & Kashmir Bank Limited,
NSE/INDOSOLAR,Indosolar Limited,
NSE/INFRABEES,R*Shares Infra BeES,
NSE/ITI,ITI Limited,
NSE/JISLDVREQS,Jain Irrigation Systems Limited,
NSE/INDIANB,Indian Bank,
NSE/KARMAENG,Karma Energy Limited,
NSE/SASTASUNDR,Sastasundar Ventures Limited,
NSE/INFY,Infosys Limited,
NSE/INTELLECT,Intellect Design Arena Limited,
NSE/JBMA,JBM Auto Limited,
NSE/JSWSTEEL,JSW Steel Limited,
NSE/ISFT,Intrasoft Technologies Limited,
NSE/JCHAC,Johnson Controls Hitachi Air Conditioning India Limited,
NSE/JUBLFOOD,Jubilant Foodworks Limited,
NSE/KIRLOSENG,Kirloskar Oil Engines Limited,
NSE/IVZINGOLD,Invesco India Gold Exchange Traded Fund,
NSE/JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,
NSE/JINDRILL,Jindal Drilling And Industries Limited,
NSE/JKTYRE,JK Tyre & Industries Limited,
NSE/JAIBALAJI,Jai Balaji Industries Limited,
NSE/JINDALPHOT,Jindal Photo Limited,
NSE/KOTAKBANK,Kotak Mahindra Bank Limited,
NSE/JAYNECOIND,Jayaswal Neco Industries Limited,
NSE/MONNETISPA,Monnet Ispat and Energy Limited,
NSE/NRBBEARING,NRB Bearing Limited,
NSE/ORIENTBANK,Oriental Bank of Commerce,
NSE/RAIREKMOH,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited,
NSE/RELAXO,Relaxo Footwears Limited,
NSE/STAR,Strides Shasun Limited,
NSE/JINDALSTEL,Jindal Steel & Power Limited,
NSE/JSWHL,JSW Holdings Limited,
NSE/KAMATHOTEL,Kamat Hotels (I) Limited,
NSE/KMSUGAR,K.M.Sugar Mills Limited,
NSE/JKPAPER,JK Paper Limited,
NSE/LYPSAGEMS,Lypsa Gems & Jewellery Limited,
NSE/MANAKSTEEL,Manaksia Steels Limited,
NSE/MBLINFRA,MBL Infrastructures Limited,
NSE/JMCPROJECT,JMC Projects (India) Limited,
NSE/JSLHISAR,Jindal Stainless (Hisar) Limited,
NSE/KANORICHEM,Kanoria Chemicals & Industries Limited,
NSE/KINGFA,Kingfa Science & Technology (India) Limited,
NSE/JMTAUTOLTD,JMT Auto Limited,
NSE/KANSAINER,Kansai Nerolac Paints Limited,
NSE/KCP,KCP Limited,
NSE/KAVVERITEL,Kavveri Telecom Products Limited,
NSE/JOCIL,Jocil Limited,
NSE/JUBLINDS,Jubilant Industries Limited,
NSE/KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,
NSE/KHAITANELE,Khaitan Electricals Limited,
NSE/JPPOWER,Jaiprakash Power Ventures Limited,
NSE/KCPSUGIND,KCP Sugar and Industries Corporation Limited,
NSE/KIRLOSIND,Kirloskar Industries Limited,
NSE/JMA,Jullundur Motor Agency (Delhi) Limited,
NSE/KABRAEXTRU,Kabra Extrusion Technik Limited,
NSE/KICL,Kalyani Investment Company Limited,
NSE/KRBL,KRBL Limited,
NSE/JPINFRATEC,Jaypee Infratech Limited,
NSE/LINCPEN,Linc Pen & Plastics Limited,
NSE/MADHUCON,Madhucon Projects Limited,
NSE/MALUPAPER,Malu Paper Mills Limited,
NSE/JPASSOCIAT,Jaiprakash Associates Limited,
NSE/KAMDHENU,Kamdhenu Limited,
NSE/KESARENT,Kesar Enterprises Limited,
NSE/KGL,Karuturi Global Limited,
NSE/JPOLYINVST,Jindal Poly Investment and Finance Company Limited,
NSE/JUSTDIAL,Just Dial Limited,
NSE/KIOCL,KIOCL Limited,
NSE/KOTARISUG,Kothari Sugars And Chemicals Limited,
NSE/LUXIND,Lux Industries Limited,
NSE/JYOTISTRUC,Jyoti Structures Limited,
NSE/KARURVYSYA,Karur Vysya Bank Limited,
NSE/KESORAMIND,Kesoram Industries Limited,
NSE/KITEX,Kitex Garments Limited,
NSE/KANANIIND,Kanani Industries Limited,
NSE/KEI,KEI Industries Limited,
NSE/KOHINOOR,Kohinoor Foods Limited,
NSE/KPIT,KPIT Technologies Limited,
NSE/KIRIINDUS,Kiri Industries Limited,
NSE/KOLTEPATIL,Kolte - Patil Developers Limited,
NSE/KOTAKNV20,KOTAKMAMC - KTKNV20ETF,
NSE/LAURUSLABS,Laurus Labs Limited,
NSE/LINCOLN,Lincoln Pharmaceuticals Limited,
NSE/KHANDSE,Khandwala Securities Limited,
NSE/MIDCAPIWIN,ICICI Prudential Midcap Select ETF,
NSE/NH,Narayana Hrudayalaya Ltd.,
NSE/NTPC,NTPC Limited,
NSE/OUDHSUG,The Oudh Sugar Mills Limited,
NSE/SHAKTIPUMP,Shakti Pumps (India) Limited,
NSE/SUNFLAG,Sunflag Iron And Steel Company Limited,
NSE/TALWALKARS,Talwalkars Better Value Fitness Limited,
NSE/KOTAKBKETF,Kotak Mahindra MF - Kotak Banking ETF - Dividend Payout Option,
NSE/KSL,Kalyani Steels Limited,
NSE/MCDHOLDING,McDowell Holdings Limited,
NSE/MFSL,Max Financial Services Limited,
NSE/KOTAKGOLD,Kotak Mutual Fund - Gold Exchange Traded Fund,
NSE/LALPATHLAB,Dr. Lal Path Labs Ltd.,
NSE/MAJESCO,Majesco Limited,
NSE/MANALIPETC,Manali Petrochemicals Limited,
NSE/KTKBANK,The Karnataka Bank Limited,
NSE/M100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO,
NSE/MARALOVER,Maral Overseas Limited,
NSE/MAXVIL,Max Ventures and Industries Limited,
NSE/KTIL,Kesar Terminals & Infrastructure Limited,
NSE/LITL,Lanco Infratech Limited,
NSE/MANGTIMBER,Mangalam Timber Products Limited,
NSE/MORARJEE,Morarjee Textiles Limited,
NSE/LAKSHMIEFL,Lakshmi Energy and Foods Limited,
NSE/LT,Larsen & Toubro Limited,
NSE/MANAKCOAT,Manaksia Coated Metals & Industries Limited,
NSE/MOLDTKPAC,Mold-Tek Packaging Limited,
NSE/LAMBODHARA,Lambodhara Textiles Limited,
NSE/LML,LML Limited,
NSE/M50,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF,
NSE/MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,
NSE/LAOPALA,La Opala RG Limited,
NSE/MAGNUM,Magnum Ventures Limited,
NSE/MANINDS,Man Industries (India) Limited,
NSE/MCDOWELL_N,United Spirits Limited,
NSE/LAXMIMACH,Lakshmi Machine Works Limited,
NSE/LUMAXTECH,Lumax Auto Technologies Limited,
NSE/MERCATOR,Mercator Limited,
NSE/LAKSHVILAS,Lakshmi Vilas Bank Limited,
NSE/LUPIN,Lupin Limited,
NSE/ONELIFECAP,Onelife Capital Advisors Limited,
NSE/SPARC,Sun Pharma Advanced Research Company Limited,
NSE/LOKESHMACH,Lokesh Machines Limited,
NSE/LTFH,L&T Finance Holdings Limited,
NSE/LYKALABS,Lyka Labs Limited,
NSE/MAITHANALL,Maithan Alloys Limited,
NSE/LTTS,L&T Technology Services Limited,
NSE/MADHAV,Madhav Marbles and Granites Limited,
NSE/MAANALU,Maan Aluminium Limited,
NSE/MEP,MEP Infrastructure Developers Limited,
NSE/MAHLIFE,Mahindra Lifespace Developers Limited,
NSE/MBECL,Mcnally Bharat Engineering Company Limited,
NSE/MPHASIS,MphasiS Limited,
NSE/NAHARINDUS,Nahar Industrial Enterprises Limited,
NSE/MAGMA,Magma Fincorp Limited,
NSE/MCX,Multi Commodity Exchange of India Limited,
NSE/MONTECARLO,Monte Carlo Fashions Limited,
NSE/NAGREEKEXP,Nagreeka Exports Limited,
NSE/MANGALAM,Mangalam Drugs And Organics Limited,
NSE/MARUTI,Maruti Suzuki India Limited,
NSE/MEGASOFT,Megasoft Limited,
NSE/MINDAIND,Minda Industries Limited,
NSE/MANAKSIA,Manaksia Limited,
NSE/SQSBFSI,SQS India BFSI Limited,
NSE/THYROCARE,Thyrocare Technologies Limited,
NSE/UNIPLY,Uniply Industries Limited,
NSE/WELINV,Welspun Investments and Commercials Limited,
NSE/MANGLMCEM,Mangalam Cement Limited,
NSE/MAWANASUG,Mawana Sugars Limited,
NSE/MEGH,Meghmani Organics Limited,
NSE/MUNJALSHOW,Munjal Showa Limited,
NSE/MAYURUNIQ,Mayur Uniquoters Ltd,
NSE/OFSS,Oracle Financial Services Software Limited,
NSE/PNEUMATIC,Pneumatic Holdings Limited,
NSE/RAMANEWS,Shree Rama Newsprint Limited,
NSE/RELCONS,Reliance MF - R*Shares Consumption Fund - R* SHARES CONSUMPTION FUND,
NSE/SANWARIA,Sanwaria Agro Oils Limited,
NSE/SETFNIF50,SBI-ETF Nifty 50,
NSE/TECHM,Tech Mahindra Limited,
NSE/MENONBE,Menon Bearings Limited,
NSE/MMTC,MMTC Limited,
NSE/MURUDCERA,Murudeshwar Ceramics Limited,
NSE/NIPPOBATRY,Indo-National Limited,
NSE/MHRIL,Mahindra Holidays & Resorts India Limited,
NSE/MUTHOOTCAP,Muthoot Capital Services Limited,
NSE/NCLIND,NCL Industries Limited,
NSE/NILAINFRA,Nila Infrastructures Limited,
NSE/MIC,MIC Electronics Limited,
NSE/SANGAMIND,Sangam (India) Limited,
NSE/UMANGDAIRY,Umang Dairies Limited,
NSE/MM,Mahindra & Mahindra Limited,
NSE/NATHBIOGEN,Nath Bio-Genes (India) Limited,
NSE/NESTLEIND,Nestle India Limited,
NSE/OIL,Oil India Limited,
NSE/MIRCELECTR,MIRC Electronics Limited,
NSE/MOSERBAER,Moser-Baer (I) Limited,
NSE/MUKTAARTS,Mukta Arts Limited,
NSE/MMFL,MM Forgings Limited,
NSE/NATIONALUM,National Aluminium Company Limited,
NSE/NEULANDLAB,Neuland Laboratories Limited,
NSE/NIFTYEES,Edelweiss ETF - Nifty 50,
NSE/MPSLTD,MPS Limited,
NSE/MUNJALAU,Munjal Auto Industries Limited,
NSE/NAVKARCORP,Navkar Corporation Limited,
NSE/NDL,Nandan Denim Limited,
NSE/NKIND,NK Industries Limited,
NSE/MRPL,Mangalore Refinery and Petrochemicals Limited,
NSE/NAKODA,Nakoda Limited,
NSE/OMAXAUTO,Omax Autos Limited,
NSE/ORTEL,Ortel Communications Limited,
NSE/MUKANDLTD,Mukand Limited,
NSE/NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,
NSE/NAVNETEDUL,Navneet Education Limited,
NSE/NECLIFE,Nectar Lifesciences Limited,
NSE/MUKANDENGG,Mukand Engineers Limited,
NSE/NDGL,Naga Dhunseri Group Limited,
NSE/NIF100IWIN,ICICI Prudential Nifty 100 ETF,
NSE/NITINSPIN,Nitin Spinners Limited,
NSE/MVL,MVL Limited,
NSE/NAHARPOLY,Nahar Poly Films Limited,
NSE/NELCO,NELCO Limited,
NSE/NILKAMAL,Nilkamal Limited,
NSE/MUTHOOTFIN,Muthoot Finance Limited,
NSE/ORIENTHOT,Oriental Hotels Limited,
NSE/RECLTD,Rural Electrification Corporation Limited,
NSE/SHOPERSTOP,Shoppers Stop Limited,
NSE/STERTOOLS,Sterling Tools Limited,
NSE/TITAN,Titan Company Limited,
NSE/NAGAROIL,Nagarjuna Oil Refinery Limited,
NSE/NAUKRI,Info Edge (India) Limited,
NSE/NIBL,NRB Industrial Bearings Limited,
NSE/NOCIL,NOCIL Limited,
NSE/NAHARCAP,Nahar Capital and Financial Services Limited,
NSE/NBCC,NBCC (INDIA) LIMITED,
NSE/NETWORK18,Network18 Media & Investments Limited,
NSE/NTL,Neueon Towers Limited,
NSE/NBVENTURES,Nava Bharat Ventures Limited,
NSE/NEXTMEDIA,Next Mediaworks Limited,
NSE/NV20IWIN,ICICI Prudential NV20 ETF,
NSE/OMAXE,Omaxe Limited,
NSE/NITCO,Nitco Limited,
NSE/OCL,OCL India Limited,
NSE/ORIENTBELL,Orient Bell Limited,
NSE/PANORAMUNI,Panoramic Universal Limited,
NSE/NIITLTD,NIIT Limited,
NSE/PONNIERODE,Ponni Sugars (Erode) Limited,
NSE/RKDL,Ravi Kumar Distilleries Limited,
NSE/SANCO,Sanco Industries Limited,
NSE/SEQUENT,Sequent Scientific Limited,
NSE/SWANENERGY,Swan Energy Limited,
NSE/NSIL,Nalwa Sons Investments Limited,
NSE/ORBTEXP,Orbit Exports Limited,
NSE/PANAMAPET,Panama Petrochem Limited,
NSE/PENIND,Pennar Industries Limited,
NSE/NMDC,NMDC Limited,
NSE/UCOBANK,UCO Bank,
NSE/UTINIFTETF,UTI Mutual Fund - UTI-Nifty Exchange Traded Fund,
NSE/NUCLEUS,Nucleus Software Exports Limited,
NSE/ORIENTLTD,Orient Press Limited,
NSE/PDPL,Parenteral Drugs (India) Limited,
NSE/PIONEEREMB,Pioneer Embroideries Limited,
NSE/NUTEK,Nu Tek India Limited,
NSE/PFOCUS,Prime Focus Limited,
NSE/POLARIS,POLARIS CONSULTING & SERVICES LIMITED,
NSE/RAJOIL,Raj Oil Mills Limited,
NSE/ORIENTALTL,Oriental Trimex Limited,
NSE/ORIENTREF,Orient Refractories Limited,
NSE/PENPEBS,Pennar Engineered Building Systems Limited,
NSE/PGHH,Procter & Gamble Hygiene and Health Care Limited,
NSE/OMKARCHEM,Omkar Speciality Chemicals Limited,
NSE/ORIENTPPR,Orient Paper & Industries Limited,
NSE/PARAGMILK,Parag Milk Foods Limited,
NSE/PEARLPOLY,Pearl Polymers Limited,
NSE/OPTOCIRCUI,Opto Circuits (India) Limited,
NSE/ORIENTCEM,Orient Cement Limited,
NSE/PAGEIND,Page Industries Limited,
NSE/PDUMJEPULP,Pudumjee Pulp & Paper Mills Limited,
NSE/ORISSAMINE,The Orissa Minerals Development Company Limited,
NSE/PALREDTEC,Palred Technologies Limited,
NSE/PETRONENGG,Petron Engineering Construction Limited,
NSE/PRAKASHSTL,Prakash Steelage Limited,
NSE/PAEL,PAE Limited,
NSE/PERSISTENT,Persistent Systems Limited,
NSE/PNBGILTS,PNB Gilts Limited,
NSE/RADICO,Radico Khaitan Limited,
NSE/PANACEABIO,Panacea Biotec Limited,
NSE/PATELENG,Patel Engineering Limited,
NSE/PIRPHYTO,Piramal Phytocare Limited,
NSE/PRAKASH,Prakash Industries Limited,
NSE/PATSPINLTD,Patspin India Limited,
NSE/PEL,Piramal Enterprises Limited,
NSE/PRESSMN,Pressman Advertising Limited,
NSE/RAJVIR,Rajvir Industries Limited,
NSE/PARRYSUGAR,Parrys Sugar Industries Limited,
NSE/POWERGRID,Power Grid Corporation of India Limited,
NSE/PRICOLLTD,Pricol Limited,
NSE/PSB,Punjab & Sind Bank,
NSE/PDMJEPAPER,Pudumjee Paper Products Limited,
NSE/PIDILITIND,Pidilite Industries Limited,
NSE/PNB,Punjab National Bank,
NSE/PVR,PVR Limited,
NSE/PDSMFL,PDS Multinational Fashions Limited,
NSE/PFIZER,Pfizer Limited,
NSE/PLASTIBLEN,Plastiblends India Limited,
NSE/RAMASTEEL,Rama Steel Tubes Limited,
NSE/PCJEWELLER,PC Jeweller Limited,
NSE/PFC,Power Finance Corporation Limited,
NSE/POCHIRAJU,Pochiraju Industries Limited,
NSE/PRESTIGE,Prestige Estates Projects Limited,
NSE/PETRONET,Petronet LNG Limited,
NSE/PODDARMENT,Poddar Pigments Limited,
NSE/PRAJIND,Praj Industries Limited,
NSE/PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,
NSE/PENINLAND,Peninsula Land Limited,
NSE/PNCINFRA,PNC Infratech Limited,
NSE/PRECAM,Precision Camshafts Limited,
NSE/RANEHOLDIN,Rane Holdings Limited,
NSE/PHOENIXLTD,The Phoenix Mills Limited,
NSE/UGARSUGAR,The Ugar Sugar Works Limited,
NSE/VADILALIND,Vadilal Industries Limited,
NSE/POWERMECH,Power Mech Projects Limited,
NSE/PRECWIRE,Precision Wires India Limited,
NSE/PSL,PSL Limited,
NSE/SALONA,Salona Cotspin Limited,
NSE/PPAP,PPAP Automotive Limited,
NSE/RENUKA,Shree Renuka Sugars Limited,
NSE/RUCHIRA,Ruchira Papers Limited,
NSE/POKARNA,Pokarna Limited,
NSE/PROZONINTU,Prozone Intu Properties Limited,
NSE/RAJESHEXPO,Rajesh Exports Limited,
NSE/RANEENGINE,Rane Engine Valve Limited,
NSE/PREMIER,Premier Limited,
NSE/REFEX,Refex Industries Limited,
NSE/RSYSTEMS,R Systems International Limited,
NSE/SERVALL,Servalakshmi Paper Limited,
NSE/PROVOGE,Provogue (India) Limited,
NSE/RAJTV,Raj Television Network Limited,
NSE/RAYMOND,Raymond Limited,
NSE/RICOAUTO,Rico Auto Industries Limited,
NSE/PRIMESECU,Prime Securities Limited,
NSE/RANASUG,Rana Sugars Limited,
NSE/RTNPOWER,RattanIndia Power Limited,
NSE/SADBHAV,Sadbhav Engineering Limited,
NSE/RAIN,Rain Industries Limited,
NSE/RBL,Rane Brake Lining Limited,
NSE/RUBYMILLS,The Ruby Mills Limited,
NSE/SANGHVIFOR,Sanghvi Forging and Engineering Limited,
NSE/RALLIS,Rallis India Limited,
NSE/RCOM,Reliance Communications Limited,
NSE/RELIGARE,Religare Enterprises Limited,
NSE/SAGCEM,Sagar Cements Limited,
NSE/RAMCOCEM,The Ramco Cements Limited,
NSE/RBLBANK,RBL Bank Limited,
NSE/REVATHI,Revathi Equipment Limited,
NSE/ROLTA,Rolta India Limited,
NSE/RAMCOIND,Ramco Industries Limited,
NSE/RESPONIND,Responsive Industries Limited,
NSE/RSWM,RSWM Limited,
NSE/SANOFI,Sanofi India Limited,
NSE/RATNAMANI,Ratnamani Metals & Tubes Limited,
NSE/RPGLIFE,RPG Life Sciences Limited,
NSE/ROHLTD,Royal Orchid Hotels Limited,
NSE/RELIANCE,Reliance Industries Limited,
NSE/RJL,Renaissance Jewellery Limited,
NSE/SARLAPOLY,Sarla Performance Fibers Limited,
NSE/SGL,STL Global Limited,
NSE/RELDIVOPP,Reliance MF - R*Shares Dividend Opportunities Fund - RSDOETF,
NSE/SHYAMCENT,Shyam Century Ferrous Limited,
NSE/SSWL,Steel Strips Wheels Limited,
NSE/TATAPOWER,Tata Power Company Limited,
NSE/UNIENTER,Uniphos Enterprises Limited,
NSE/WONDERLA,Wonderla Holidays Limited,
NSE/RIIL,Reliance Industrial Infrastructure Limited,
NSE/SETFNN50,SBI-ETF Nifty Next 50,
NSE/SHILPI,Shilpi Cable Technologies Limited,
NSE/SOMANYCERA,Somany Ceramics Limited,
NSE/RKFORGE,Ramkrishna Forgings Limited,
NSE/RUSHIL,Rushil Decor Limited,
NSE/SANDESH,The Sandesh Limited,
NSE/SELAN,Selan Exploration Technology Limited,
NSE/RTNINFRA,RattanIndia Infrastructure Limited,
NSE/RUCHISOYA,Ruchi Soya Industries Limited,
NSE/SALZERELEC,Salzer Electronics Limited,
NSE/SBT,State Bank of Travancore,
NSE/SAIL,Steel Authority of India Limited,
NSE/SFCL,Star Ferro and Cement Limited,
NSE/SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,
NSE/SPECIALITY,Speciality Restaurants Limited,
NSE/SAKSOFT,Saksoft Limited,
NSE/SARDAEN,Sarda Energy & Minerals Limited,
NSE/SBBJ,State Bank of Bikaner and Jaipur,
NSE/SHANTIGEAR,Shanthi Gears Limited,
NSE/SAMBHAAV,Sambhaav Media Limited,
NSE/SKIL,SKIL Infrastructure Limited,
NSE/SONATSOFTW,Sonata Software Limited,
NSE/SPIC,Southern Petrochemicals Industries Corporation Limited,
NSE/SANGHVIMOV,Sanghvi Movers Limited,
NSE/SATHAISPAT,Sathavahana Ispat Limited,
NSE/SUMMITSEC,Summit Securities Limited,
NSE/TATAMTRDVR,Tata Motors Limited,
NSE/SALSTEEL,S.A.L. Steel Limited,
NSE/TRIL,Transformers And Rectifiers (India) Limited,
NSE/UNITECH,Unitech Limited,
NSE/SANGHIIND,Sanghi Industries Limited,
NSE/SDBL,Som Distilleries & Breweries Limited,
NSE/SHREYAS,Shreyas Shipping & Logistics Limited,
NSE/SIGNET,Signet Industries Limited,
NSE/SEAMECLTD,Seamec Limited,
NSE/SHIVAMAUTO,Shivam Autotech Limited,
NSE/SHIRPUR_G,Shirpur Gold Refinery Limited,
NSE/SKMEGGPROD,SKM Egg Products Export (India) Limited,
NSE/SEINV,S.E. Investments Limited,
NSE/SITINET,Siti Networks Limited,
NSE/SOUTHBANK,The South Indian Bank Limited,
NSE/STAMPEDE,Stampede Capital Limited,
NSE/SELMCL,SEL Manufacturing Company Limited,
NSE/SHREERAMA,Shree Rama Multi-Tech Limited,
NSE/SIYSIL,Siyaram Silk Mills Limited,
NSE/SOMATEX,Soma Textiles & Industries Limited,
NSE/SHARONBIO,Sharon Bio-Medicine Limited,
NSE/SOBHA,Sobha Limited,
NSE/SREEL,Sreeleathers Limited,
NSE/SUNDARAM,Sundaram Multi Pap Limited,
NSE/SHARDAMOTR,Sharda Motor Industries Limited,
NSE/SILINV,SIL Investments Limited,
NSE/WEIZMANIND,Weizmann Limited,
NSE/SHIVTEX,Shiva Texyarn Limited,
NSE/SITASHREE,Sita Shree Food Products Limited,
NSE/SOTL,Savita Oil Technologies Limited,
NSE/STERLINBIO,Sterling Biotech Limited,
NSE/SHREECEM,Shree Cements Limited,
NSE/SPICEMOBI,Spice Mobility Limited,
NSE/SUNCLAYLTD,Sundaram Clayton Limited,
NSE/TAKE,Take Solutions Limited,
NSE/SICAL,Sical Logistics Limited,
NSE/SMSPHARMA,SMS Pharmaceuticals Limited,
NSE/STEL,Stel Holdings Limited,
NSE/TCIFINANCE,TCI Finance Limited,
NSE/SHRIRAMCIT,Shriram City Union Finance Limited,
NSE/SURANASOL,SURANA SOLAR LIMITED,
NSE/THOMASCOOK,Thomas Cook (India) Limited,
NSE/SHRIRAMEPC,Shriram EPC Limited,
NSE/SPYL,Shekhawati Poly-Yarn Limited,
NSE/SUMEETINDS,Sumeet Industries Limited,
NSE/SUPERHOUSE,Superhouse Limited,
NSE/SIMPLEX,Simplex Projects Limited,
NSE/SNOWMAN,Snowman Logistics Limited,
NSE/SPHEREGSL,Sphere Global Services Limited,
NSE/SRIPIPES,Srikalahasthi Pipes Limited,
NSE/SMLISUZU,SML Isuzu Limited,
NSE/SONASTEER,Sona Koyo Steering Systems Limited,
NSE/SPLIL,SPL Industries Limited,
NSE/SUBEX,Subex Limited,
NSE/SPAL,S. P. Apparels Limited,
NSE/SYNGENE,Syngene International Limited,
NSE/UFO,UFO Moviez India Limited,
NSE/VIPCLOTHNG,VIP CLOTHING LIMITED,
NSE/SRF,SRF Limited,
NSE/STARPAPER,Star Paper Mills Limited,
NSE/SYNDIBANK,Syndicate Bank,
NSE/STRTECH,Sterlite Technologies Limited,
NSE/TARAJEWELS,Tara Jewels Limited,
NSE/TIIL,Technocraft Industries (India) Limited,
NSE/TMRVL,The Mandhana Retail Ventures Limited,
NSE/STCINDIA,The State Trading Corporation of India Limited,
NSE/SUNILHITEC,Sunil Hitech Engineers Limited,
NSE/SUZLON,Suzlon Energy Limited,
NSE/SUBROS,Subros Limited,
NSE/TAJGVK,Taj GVK Hotels & Resorts Limited,
NSE/TCIEXP,TCI Express Limited,
NSE/TEXINFRA,Texmaco Infrastructure & Holdings Limited,
NSE/SUNDRMBRAK,Sundaram Brake Linings Limited,
NSE/TALBROAUTO,Talbros Automotive Components Limited,
NSE/TATAINVEST,Tata Investment Corporation Limited,
NSE/TVTODAY,TV Today Network Limited,
NSE/SUJANAUNI,Sujana Universal Industries Limited,
NSE/SYNCOM,Syncom Healthcare Limited,
NSE/TEXMOPIPES,Texmo Pipes and Products Limited,
NSE/SUNDARMFIN,Sundaram Finance Limited,
NSE/UFLEX,UFLEX Limited,
NSE/SURANATP,Surana Telecom and Power Limited,
NSE/TATACHEM,Tata Chemicals Limited,
NSE/TOKYOPLAST,Tokyo Plast International Limited,
NSE/UCALFUEL,Ucal Fuel Systems Limited,
NSE/SUPRAJIT,Suprajit Engineering Limited,
NSE/SURYAROSNI,Surya Roshni Limited,
NSE/SYMPHONY,Symphony Limited,
NSE/TATAGLOBAL,Tata Global Beverages Limited,
NSE/TATASTEEL,Tata Steel Limited,
NSE/SUVEN,Suven Life Sciences Limited,
NSE/TATACOFFEE,Tata Coffee Limited,
NSE/THERMAX,Thermax Limited,
NSE/TORNTPHARM,Torrent Pharmaceuticals Limited,
NSE/SWELECTES,Swelect Energy Systems Limited,
NSE/TATAELXSI,Tata Elxsi Limited,
NSE/TERASOFT,Tera Software Limited,
NSE/UBHOLDINGS,United Breweries (Holdings) Limited,
NSE/TANLA,Tanla Solutions Limited,
NSE/TEAMLEASE,Teamlease Services Limited,
NSE/TORNTPOWER,Torrent Power Limited,
NSE/TTL,T T Limited,
NSE/TCIDEVELOP,TCI Developers Limited,
NSE/THANGAMAYL,Thangamayil Jewellery Limited,
NSE/TUBEINVEST,Tube Investments of India Limited,
NSE/ULTRACEMCO,UltraTech Cement Limited,
NSE/TBZ,Tribhovandas Bhimji Zaveri Limited,
NSE/TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,
NSE/TIMESGTY,Times Guaranty Limited,
NSE/TRF,TRF Limited,
NSE/TEXRAIL,Texmaco Rail & Engineering Limited,
NSE/THEMISMED,Themis Medicare Limited,
NSE/TIDEWATER,Tide Water Oil Company (India) Limited,
NSE/TFL,Transwarranty Finance Limited,
NSE/TPLPLASTEH,TPL Plastech Limited,
NSE/TRENT,Trent Limited,
NSE/TULSI,Tulsi Extrusions Limited,
NSE/TIL,TIL Limited,
NSE/TNPETRO,Tamilnadu PetroProducts Limited,
NSE/TV18BRDCST,TV18 Broadcast Limited,
NSE/VBL,Varun Beverages Limited,
NSE/TI,Tilaknagar Industries Limited,
NSE/UBL,United Breweries Limited,
NSE/UPL,UPL Limited,
NSE/VGUARD,V-Guard Industries Limited,
NSE/TIMKEN,Timken India Limited,
NSE/TVSMOTOR,TVS Motor Company Limited,
NSE/TRIDENT,Trident Limited,
NSE/UJJIVAN,UJJIVAN FINANCIAL SERVICES LIMITED,
NSE/TVSELECT,TVS Electronics Limited,
NSE/UNITEDTEA,The United Nilgiri Tea Estates Company Limited,
NSE/VAKRANGEE,VAKRANGEE LIMITED,
NSE/VIJSHAN,Vijay Shanthi Builders Limited,
NSE/UJAAS,Ujaas Energy Limited,
NSE/V2RETAIL,V2 Retail Limited,
NSE/VESUVIUS,Vesuvius India Limited,
NSE/WIPRO,Wipro Limited,
NSE/UNITEDBNK,United Bank of India,
NSE/VASWANI,Vaswani Industries Limited,
NSE/VASCONEQ,Vascon Engineers Limited,
NSE/VOLTAS,Voltas Limited,
NSE/UNIONBANK,Union Bank of India,
NSE/VARDMNPOLY,Vardhman Polytex Limited,
NSE/VIPIND,VIP Industries Limited,
NSE/WSTCSTPAPR,West Coast Paper Mills Limited,
NSE/USHAMART,Usha Martin Limited,
NSE/VISAKAIND,Visaka Industries Limited,
NSE/WELSPUNIND,Welspun India Limited,
NSE/ZODJRDMKJ,Zodiac JRD- MKJ Limited,
NSE/UNIVCABLES,Universal Cables Limited,
NSE/VETO,Veto Switchgears And Cables Limited,
NSE/VMART,V-Mart Retail Limited,
NSE/ZEEL,Zee Entertainment Enterprises Limited,
NSE/UNICHEMLAB,Unichem Laboratories Limited,
NSE/ZANDUREALT,Zandu Realty Limited,
NSE/UTISENSETF,UTI Mutual Fund - UTI-Sensex Exchange Traded Fund,
NSE/VEDL,Vedanta Limited,
NSE/VLSFINANCE,VLS Finance Limited,
NSE/WILLAMAGOR,Williamson Magor & Company Limited,
NSE/UTTAMSUGAR,Uttam Sugar Mills Limited,
